999 1487
165 679 17037
165 976 17189
166 238 9870
166 272 20362
166 754 9948
166 784 7282
167 345 387
167 628 26947
167 985 23686
168 391 14961
168 783 18066
170 260 8511
170 458 16637
170 480 28880
170 511 4228
171 275 2639
171 486 3448
171 638 24846
171 945 7396
172 370 26645
172 799 14159
173 385 21091
173 477 24308
173 823 21771
173 921 15025
174 899 8104
174 930 5798
175 454 7447
175 751 22905
175 963 31841
176 186 27232
176 493 3630
176 689 7047
176 821 27265
177 357 5293
177 829 23932
177 927 23581
178 369 28817
179 488 1199
180 475 5846
181 728 21394
181 912 4125
182 482 17155
182 543 751
182 682 11555
182 889 4098
182 975 7090
183 303 1377
183 446 32119
183 993 1556
184 402 32206
184 500 3643
184 823 24947
185 383 11006
187 204 26470
187 689 28657
187 769 13350
189 249 26488
190 657 1730
191 709 14374
191 762 11314
192 726 12179
192 811 15601
192 872 32365
193 244 23017
193 441 10761
193 905 32432
194 251 16427
194 317 3228
194 353 27747
194 376 5775
194 820 27806
194 937 26756
195 303 31683
195 904 20898
196 313 14268
197 245 30429
197 607 27054
197 689 5518
197 764 12272
198 613 9399
198 693 15365
198 726 3387
199 897 16151
199 926 22437
200 214 15975
200 279 15202
200 358 16675
201 339 31
202 351 23835
202 407 19747
202 486 269
202 848 31295
202 912 2137
204 492 18640
205 288 15693
205 696 17916
205 745 6256
206 518 22633
206 915 6714
207 309 29780
208 445 24254
208 993 31318
210 696 10652
210 787 25054
210 855 21501
211 475 2701
211 780 20570
212 485 19677
212 874 5039
212 980 15248
213 263 29914
213 291 19419
213 507 16958
213 943 31401
214 310 5159
215 374 26538
215 900 8793
216 632 6623
216 818 18339
216 843 28738
217 913 21845
218 446 10076
218 457 18702
218 707 32603
218 768 32661
220 618 12607
220 988 19328
222 485 24620
222 652 14727
222 660 19667
222 769 14723
223 583 17461
223 942 30180
224 278 15618
224 419 12444
224 515 7056
224 727 10123
225 485 7872
226 533 11967
228 367 28688
228 573 20349
228 815 842
228 947 16004
229 382 2266
229 480 9632
229 977 13043
230 692 8923
231 835 9669
232 777 12257
232 998 2420
233 319 29098
233 441 8611
234 376 19582
234 690 1708
235 269 9150
235 555 29017
235 574 29037
236 284 15918
236 323 5779
236 523 9911
237 510 13866
237 637 12692
238 304 23581
239 287 20978
239 801 1879
240 957 3223
241 746 27607
241 951 507
242 250 7843
243 482 23094
244 374 31267
244 898 426
244 944 3012
245 315 26789
245 819 29623
246 423 14680
247 346 9317
247 591 6262
248 544 17683
248 797 1963
249 266 29158
249 487 13021
249 721 687
249 751 663
250 609 2766
250 732 25887
250 837 21507
251 447 13329
251 709 30394
251 905 11953
251 929 7227
252 536 8251
252 556 21488
253 567 31307
254 585 6238
255 740 24302
256 640 18613
256 662 32123
257 274 1037
257 366 20033
257 814 26797
258 543 2553
258 546 20269
258 585 8188
259 689 4556
260 298 25335
260 999 15491
262 919 2850
263 825 310
264 442 19706
264 511 10438
264 996 24429
265 970 13965
266 499 12005
266 518 7334
266 749 11789
266 853 24141
267 639 13620
268 726 17112
268 922 6
269 565 27283
270 368 29457
270 877 15615
271 432 11490
271 480 12633
271 661 29306
271 746 30781
271 802 16018
272 459 7746
272 519 13008
272 741 31416
273 503 24180
274 440 18759
274 460 14438
274 755 14818
275 958 7577
276 466 18883
276 780 31642
276 902 10169
277 480 18551
277 684 8450
277 706 31702
277 942 6701
278 677 14296
278 756 10945
279 327 13609
279 467 10379
279 550 375
279 709 14127
279 997 32255
280 827 7305
281 824 19688
282 485 22378
283 354 4284
283 660 8505
285 444 11236
286 807 1324
286 891 856
286 928 32425
287 654 26224
287 688 11439
289 931 1484
290 385 13700
290 749 28552
290 883 28334
290 935 8925
291 703 17436
292 589 5932
293 768 21700
294 546 13845
295 767 30821
296 740 1897
297 794 4186
297 864 3024
297 967 14681
298 305 6799
298 368 30056
298 621 16003
298 696 18429
298 697 11458
298 719 23606
298 733 19085
299 377 9587
299 640 2467
300 385 27823
300 949 28134
301 418 3891
301 482 21785
301 565 23730
301 842 30288
301 978 11198
301 997 14346
302 469 11329
302 951 6406
303 398 27432
303 719 5081
304 877 23356
304 886 21204
305 482 3490
306 568 4100
306 870 20342
307 588 28236
307 859 10528
308 601 14757
309 627 13824
309 862 21367
310 592 11217
310 839 5753
310 913 15558
311 925 30969
312 324 2955
312 388 25997
312 475 231
312 801 23394
313 509 12380
313 511 15737
313 584 17496
314 339 31628
314 777 28684
314 894 31749
316 400 28003
318 796 31635
319 559 5678
319 961 7148
320 492 15280
320 768 19211
320 936 30734
321 773 2412
322 464 5038
322 630 14899
323 667 24047
323 704 8663
324 328 7316
324 421 14151
325 837 27504
326 416 3786
327 834 31161
327 878 12633
328 512 23641
328 515 5902
328 599 18996
329 502 16272
329 658 18672
329 766 14686
329 856 3950
330 509 5796
330 581 11151
330 857 31977
331 356 20998
331 443 25977
332 924 23259
333 719 28467
333 905 12772
334 698 10828
335 386 31950
335 626 3075
335 882 22238
336 382 16896
336 447 17266
336 724 4969
336 789 20065
338 359 19128
340 349 12377
340 396 17589
340 583 26877
340 822 12823
341 637 4754
341 787 22343
343 619 27852
343 751 20074
344 939 18043
345 438 23177
348 766 28969
350 462 30548
350 505 31088
350 819 3445
351 586 32432
351 637 12718
352 404 4734
352 585 20460
353 683 10347
353 824 10952
353 825 7092
353 832 20917
353 968 7867
354 464 2258
355 407 10026
357 414 29560
358 398 19167
358 630 27283
359 401 5970
359 485 20676
360 801 9654
360 958 22898
361 457 28773
361 553 8536
361 648 22598
361 798 31286
362 412 3606
362 965 19537
363 398 25945
364 784 24055
365 404 10827
365 701 11787
365 847 26521
366 786 20390
367 383 12419
367 612 22366
368 473 4795
368 910 10094
369 418 14222
369 707 5278
370 411 5157
371 996 21136
372 899 9093
373 731 2410
373 783 8837
374 574 4029
374 781 18851
374 974 27781
374 976 23167
375 494 6011
375 740 9596
375 905 18544
376 939 29298
377 691 704
377 807 18861
378 452 31912
378 887 28490
379 998 28267
380 404 11629
380 572 10687
381 423 5925
382 906 9315
383 516 5590
384 592 17834
385 526 31575
385 709 20727
385 882 21694
386 600 31428
386 825 24003
387 474 13569
387 614 16097
387 895 27751
389 472 10550
389 656 14770
389 663 32566
389 664 20365
389 692 30128
389 698 26413
389 770 26730
390 850 29506
391 408 27587
391 503 5956
391 696 23429
391 976 30712
392 946 13253
393 524 31253
393 724 8088
393 773 28071
395 774 30832
396 611 13586
397 662 4893
397 871 2813
399 466 31007
399 634 5629
400 405 23636
400 617 30811
400 730 8185
401 553 779
401 830 28900
403 665 29641
403 893 10083
403 931 28134
404 426 11485
405 676 18523
407 682 23000
407 933 11945
410 639 16580
413 567 18398
413 588 8487
414 908 20047
415 851 26806
415 992 27134
416 576 22253
417 805 13523
418 887 23521
419 915 3993
419 990 23224
419 999 28283
420 611 14217
420 922 24838
421 847 5196
423 467 11009
423 624 22977
423 860 32462
424 500 2818
424 730 21386
424 795 14767
424 952 23172
425 586 2231
425 849 17394
427 839 26680
428 942 24943
429 482 11125
429 916 13525
430 508 14312
430 656 8831
433 442 32094
433 663 26080
435 440 4293
435 516 12678
435 666 11668
436 536 9956
436 538 22688
436 678 3579
436 853 15033
437 557 27877
439 570 32142
439 854 21898
439 963 3292
440 767 23189
442 622 31970
442 713 15076
443 492 12407
443 579 664
443 638 16349
444 654 5589
444 694 26117
444 711 23138
445 868 10316
449 465 17813
449 634 5989
450 462 23491
450 603 9544
450 979 1339
451 463 4925
451 636 31319
452 739 2675
452 829 1593
452 955 27123
453 485 13990
453 789 32051
453 823 163
453 881 26934
455 462 4477
455 574 11290
457 593 4115
458 496 21858
458 782 26322
459 527 25544
459 836 27007
462 528 6946
462 535 22588
463 480 17129
463 502 28707
463 750 29117
468 553 1552
468 954 2357
469 594 652
469 640 11064
470 500 31138
471 670 29960
473 684 11475
473 814 3261
474 585 32527
475 486 30685
475 510 10313
476 665 22067
478 518 14882
478 558 14981
478 974 7160
478 993 28125
479 647 16682
480 727 26473
480 799 6177
480 820 29325
480 833 2544
480 883 22334
480 965 14347
481 586 360
481 619 19450
481 642 17851
481 730 20153
481 897 15319
482 717 5560
482 965 478
482 975 5221
483 917 9278
484 659 10673
484 794 13853
485 711 22
485 727 5921
485 886 7702
486 937 29519
487 609 12037
488 710 19876
488 840 31630
488 853 4202
489 636 29782
489 783 26898
489 786 2833
489 991 9366
490 605 3678
490 888 29427
490 895 1560
490 907 15287
491 898 18269
491 972 31326
491 992 28740
493 846 30772
493 936 3802
494 839 8432
495 820 1969
496 965 6359
496 969 16508
497 923 10929
498 941 17600
500 532 24127
501 789 5207
502 576 24393
503 861 25683
504 622 28791
505 747 31003
506 539 28566
506 997 8824
508 586 2573
508 605 16301
508 608 9315
509 533 17956
509 616 7221
509 748 27098
509 887 5675
510 676 21574
510 932 2955
511 514 32496
513 974 31137
514 542 25871
514 966 48
515 585 23694
515 844 15300
515 919 22419
516 897 6282
516 908 31084
517 819 117
517 877 22227
518 866 10604
520 553 3027
520 887 31350
521 778 6770
521 890 11203
522 542 17565
522 599 19762
522 619 22984
524 971 18030
525 569 7085
525 879 11538
526 629 5430
527 742 28734
527 863 27114
528 812 28243
529 811 23704
529 843 13184
530 748 2541
531 730 21548
531 773 10170
532 940 8136
534 856 10336
534 908 20037
536 699 8009
536 772 791
536 916 11007
537 858 3997
538 600 5031
538 918 11253
538 960 20503
540 550 13380
540 751 17014
540 884 27953
540 895 4959
540 927 13806
540 974 16098
540 994 4999
542 895 2767
545 753 18171
545 778 496
546 843 4912
547 626 31614
547 794 10810
549 609 4812
550 707 11012
551 611 32594
551 855 16033
552 609 7267
552 785 23851
553 582 28510
553 808 7481
553 943 7326
554 756 23743
554 938 12094
555 796 29432
557 845 29743
557 852 27952
559 954 20070
560 617 10798
560 662 29148
560 705 25857
560 745 4736
561 785 7790
562 610 30290
563 765 5619
564 614 32289
564 802 12508
564 929 26795
564 993 18548
565 725 6993
565 759 32176
566 991 31108
567 772 26416
568 635 10851
570 717 24946
570 898 13893
571 592 23832
571 610 859
571 647 4299
573 731 16634
574 607 14651
574 686 10489
574 736 114
576 693 30682
576 791 4973
576 878 22874
576 906 1930
577 727 15174
578 655 20567
580 675 10676
580 707 3728
581 773 13525
582 782 7242
583 749 6239
583 795 7620
583 948 9923
584 634 7476
584 659 9328
585 720 26813
585 856 7745
585 878 4188
585 937 2260
586 675 24925
589 724 19984
589 935 3986
589 946 9227
589 970 24715
590 683 23058
591 853 29099
594 623 28000
594 716 28557
594 790 17927
595 884 32650
596 602 4063
597 685 18588
598 886 31410
598 905 8494
599 809 25122
600 884 27685
601 749 27780
602 755 2702
604 991 20145
606 812 29493
607 699 2066
607 773 24280
609 993 25442
610 914 17119
611 669 20161
611 879 8753
612 810 27170
614 886 26031
615 925 9486
616 677 4826
618 783 20101
618 891 29269
621 903 18931
622 950 25243
624 641 18831
624 749 17956
625 793 12879
625 798 25661
627 649 4063
627 923 2073
627 999 21899
629 652 2499
630 760 26614
630 843 9299
630 907 194
630 946 17248
633 753 13608
635 663 7659
635 769 6965
636 804 23230
640 920 21890
641 964 30864
642 698 15180
642 953 24251
643 878 8079
644 672 4790
644 731 14163
644 924 29588
645 693 21418
645 887 31892
646 777 16646
646 815 28878
649 730 24434
649 846 21282
650 732 25218
650 765 30038
652 661 28600
653 862 2111
654 925 2794
654 976 6292
655 685 19706
655 771 16112
655 845 30741
655 885 29156
657 670 15961
657 711 7817
657 772 21596
657 961 29757
658 892 7975
659 827 31883
661 833 9307
661 974 24365
662 688 13517
662 808 31271
663 848 3670
664 943 25423
665 933 23406
667 734 23650
668 727 18806
668 934 5531
669 727 31521
669 742 28518
670 768 19243
672 686 23550
675 750 8045
677 818 29349
677 921 9055
677 984 25408
680 710 12934
680 875 10099
680 961 16713
681 847 26848
683 875 19328
686 923 10516
687 820 10457
688 707 23632
688 779 9496
690 785 1599
692 768 28406
692 888 21246
692 891 17804
693 753 31679
693 828 22385
694 827 14342
695 891 23720
696 823 10491
696 863 12544
696 974 28132
697 757 12061
698 720 23829
699 885 23354
701 806 16051
701 853 17417
701 927 7522
701 965 5191
701 999 29857
703 809 9595
703 928 23286
704 912 14472
704 953 25228
707 714 14166
707 758 13470
707 775 6433
708 858 4592
710 718 6125
710 730 6888
711 792 7184
711 867 20282
711 978 19557
712 911 24924
713 939 1789
714 751 3451
715 759 12447
715 771 10080
721 771 18635
722 936 2443
723 961 2996
723 975 16686
723 981 24928
725 783 7795
726 939 2977
727 773 28985
727 777 10270
727 817 31771
728 940 6003
729 962 10425
731 905 12635
732 773 14911
732 902 17867
732 907 32179
734 862 20845
734 865 15321
736 969 20
737 997 11274
738 878 8468
741 755 2007
741 972 21899
743 847 30368
745 895 10913
749 773 8996
749 937 29345
750 988 30229
751 809 31236
751 837 9454
754 853 29234
755 777 11608
756 761 5586
756 843 29134
758 803 6717
759 831 29714
759 972 28830
762 776 396
762 822 12357
762 915 32521
763 819 30072
764 973 10729
765 843 11416
770 949 14874
771 916 28119
773 804 16279
776 857 1899
777 879 7226
780 786 19314
781 820 25174
781 943 32245
783 977 16018
784 827 425
784 895 2014
785 994 23614
786 799 18199
787 826 13870
792 795 31802
793 900 11828
794 880 28417
794 901 5725
796 912 8441
798 864 24310
799 812 23812
799 961 11760
800 856 1975
801 909 31548
801 990 31509
810 919 9921
812 829 20397
814 872 16921
819 965 3809
820 991 14338
822 899 20939
828 839 5386
829 856 7375
830 906 15926
833 959 26259
835 939 11339
836 942 6599
837 964 20380
838 927 7692
840 961 19808
840 978 30915
841 861 12446
843 909 18266
848 948 8568
849 916 7491
849 958 19954
850 872 26345
850 973 25266
853 985 6704
853 992 9384
856 905 32316
862 983 24694
878 932 26881
882 883 9709
908 992 23307
908 996 11354
909 989 4507
913 927 31426
916 918 5097
917 979 32633
918 971 22449
923 930 10341
938 985 18952
953 968 17309
955 974 5887
955 992 11738
957 992 3221
960 995 8851
990 993 4753
508 996
1 2 7 8 9 10 11 14 16 17 22 24 25 30 31 37 38 39 42 45 50 53 57 59 66 67 68 69 70 72 73 75 78 79 80 81 82 83 84 86 88 90 93 94 95 96 97 101 103 108 109 113 114 115 116 118 119 120 121 122 126 128 129 130 131 132 133 134 135 136 138 141 143 144 145 146 147 148 149 153 156 157 160 167 168 170 171 172 173 175 176 177 179 180 182 187 189 190 191 199 200 201 208 212 213 214 215 218 220 222 223 224 225 228 230 232 233 234 237 238 240 244 250 251 252 253 255 261 262 263 264 265 266 267 268 269 270 271 272 273 276 278 279 282 283 284 289 290 292 294 300 304 305 306 307 308 309 313 318 319 320 321 322 323 324 325 326 327 328 329 330 331 334 343 346 349 350 351 353 354 355 356 359 360 363 365 366 367 372 375 376 377 378 379 380 381 382 383 385 386 387 388 389 391 392 394 395 397 399 402 410 411 412 413 414 415 416 421 422 423 424 425 426 427 429 430 431 435 436 437 438 439 440 441 443 446 447 452 457 466 467 468 469 470 471 472 473 474 475 476 477 478 479 480 487 488 490 491 494 495 496 503 505 510 512 513 519 523 524 526 527 530 538 539 540 541 542 543 544 545 546 547 548 549 551 552 555 560 564 567 568 569 571 573 577 578 581 582 585 587 588 589 590 591 592 593 594 596 598 600 602 604 606 607 608 609 610 611 612 613 614 615 616 621 622 623 625 626 630 633 634 635 636 637 638 642 651 652 653 654 659 661 662 665 666 671 673 674 676 677 678 679 680 681 682 683 686 689 691 692 693 694 697 700 701 703 705 706 707 708 709 715 716 717 720 721 722 724 725 726 727 729 734 736 737 738 740 747 749 754 755 756 758 761 763 765 768 769 770 775 777 778 779 784 786 787 791 792 797 798 799 800 802 803 804 811 814 815 816 817 818 819 820 821 823 829 831 832 833 836 837 839 842 845 846 848 850 852 854 855 857 858 860 862 863 864 865 866 867 868 869 871 872 877 878 879 880 881 882 883 884 885 886 888 893 899 900 901 902 905 907 908 909 912 913 914 915 921 922 929 931 934 938 941 943 944 946 947 948 958 962 963 964 967 968 969 970 971 974 975 976 978 979 983 987 994 996 999 
936 247
92 516
107 726
535 163
153 669
555 712
818 92
933 715
766 471
455 769
541 942
614 699
151 251
654 341
793 690
250 585
831 449
378 884
178 989
875 658
974 83
636 218
124 524
551 31
579 366
732 766
325 75
530 733
570 245
683 526
681 706
319 533
183 624
731 505
141 445
851 224
61 891
963 86
237 449
348 436
42 150
824 671
933 896
281 537
250 343
335 445
163 157
844 837
884 88
603 220
466 271
320 690
713 194
645 989
335 131
535 496
63 901
895 387
652 753
436 406
705 604
830 35
829 266
352 325
256 678
872 595
55 376
360 616
457 809
415 929
424 156
549 300
371 824
338 745
790 715
587 760
75 14
416 555
98 384
789 748
642 764
41 524
27 991
878 884
43 89
234 627
133 436
653 261
128 246
964 300
884 772
155 145
722 879
363 593
10 187
132 783
14 636
236 824
932 472
6 104
847 300
284 732
114 610
334 320
513 820
17 731
893 48
380 432
434 836
967 459
831 274
179 32
963 108
810 437
543 102
497 407
72 43
774 619
648 41
902 539
733 726
159 643
805 982
133 16
826 245
751 590
854 570
754 821
513 522
142 31
857 884
732 651
540 439
338 184
839 416
697 711
223 266
81 567
28 747
704 816
335 590
660 946
994 927
907 802
507 144
434 198
98 354
520 21
506 135
635 254
815 548
478 946
837 268
298 756
397 235
214 681
27 80
267 615
196 719
713 952
813 565
312 656
112 365
88 423
445 103
349 574
732 575
434 886
460 686
550 392
774 265
804 579
187 650
165 607
622 47
72 573
728 500
230 845
572 500
693 490
655 439
187 21
567 359
375 95
597 997
403 579
643 581
444 206
330 559
777 58
68 733
106 891
172 790
265 936
578 465
415 981
66 568
885 990
126 687
739 62
781 408
46 746
316 453
327 381
995 793
350 428
346 132
766 659
886 401
519 220
850 92
362 579
27 435
1 10
636 474
989 400
770 444
494 449
926 873
869 253
945 261
555 506
502 116
227 153
844 624
920 312
739 736
62 692
314 311
518 523
952 955
11 449
945 159
188 768
36 562
316 491
570 397
888 801
200 686
886 773
40 276
422 757
615 480
471 852
928 196
47 907
555 295
316 473
516 330
591 507
629 962
933 688
481 160
270 150
932 768
571 450
692 695
201 623
479 729
172 318
296 609
620 62
746 781
641 463
511 863
595 197
117 844
17 768
917 435
648 712
815 810
728 632
46 748
459 101
150 816
367 73
867 999
96 606
657 425
749 532
590 985
116 690
534 101
882 175
543 233
392 777
191 390
433 297
969 628
425 707
279 996
489 624
519 139
557 93
439 565
426 918
435 251
291 171
742 751
75 878
446 887
500 753
226 607
986 347
161 48
751 286
936 453
993 805
552 923
316 993
474 464
285 388
551 136
686 340
25 739
762 776
940 858
192 778
311 685
710 408
737 250
514 603
822 890
962 574
892 376
104 507
364 909
163 629
474 45
692 430
294 734
537 887
364 730
715 513
64 176
956 832
644 398
18 753
259 941
299 14
889 443
479 957
539 214
120 456
558 107
924 594
483 130
18 958
680 212
539 542
325 354
97 497
252 986
388 552
592 162
334 532
922 598
627 395
654 615
843 409
387 174
622 113
156 645
447 857
79 338
762 178
561 219
732 603
753 428
179 142
797 33
624 63
589 237
356 989
985 877
248 151
368 426
651 591
693 123
494 982
970 69
506 457
666 298
887 78
371 666
367 791
671 361
750 862
318 280
100 842
840 485
466 871
732 965
699 559
508 335
850 54
797 688
714 939
953 39
211 773
947 364
955 691
637 678
118 715
957 178
716 576
746 454
264 85
538 620
85 471
37 572
36 315
820 406
161 312
167 19
178 665
353 912
372 760
143 41
557 928
785 101
690 141
658 720
626 831
467 743
545 506
537 255
593 139
928 758
839 786
671 137
288 257
682 830
69 239
460 630
524 736
902 945
930 9
754 546
764 673
227 215
47 572
97 327
290 19
36 602
574 98
60 419
65 174
654 156
722 697
288 752
99 495
34 135
770 978
639 920
716 103
149 36
179 96
425 58
720 777
680 723
608 307
148 15
258 967
416 856
437 26
349 440
388 89
132 16
369 374
941 556
544 332
391 936
557 833
256 641
701 559
26 32
616 801
178 199
441 915
734 221
139 843
191 848
721 526
571 260
309 844
916 890
334 300
735 569
21 664
752 395
77 434
460 761
892 491
417 173
16 619
406 267
981 690
987 458
655 938
554 464
401 363
641 86
198 870
189 113
436 594
298 164
514 998
597 72
359 413
755 61
5 6
251 733
942 435
735 79
770 785
305 552
278 627
821 629
474 236
784 71
692 953
703 317
907 373
475 647
360 527
309 114
857 128
912 288
423 871
457 838
272 248
476 569
398 263
187 934
322 507
180 270
705 794
604 947
174 202
158 898
671 920
822 507
448 359
860 321
52 913
602 995
790 636
543 688
47 418
289 139
131 924
56 465
213 100
461 876
58 857
134 759
883 804
460 339
478 404
391 148
680 207
641 930
382 582
407 406
531 165
110 506
911 853
720 933
383 573
758 645
527 834
316 90
23 315
814 836
868 289
222 610
788 318
475 151
926 643
593 144
585 503
651 822
101 582
504 480
4 644
208 324
375 752
644 74
133 513
901 349
173 365
300 273
276 937
424 87
331 904
453 451
568 557
943 800
961 325
767 632
91 467
943 507
19 757
480 820
685 384
362 353
561 908
992 227
72 285
836 896
724 971
563 397
65 773
241 80
180 421
690 842
884 724
526 912
102 121
414 566
976 839
664 647
836 922
697 289
529 902
486 459
864 580
523 581
681 128
22 821
867 535
280 691
249 219
342 385
693 37
457 269
329 317
699 958
821 134
631 998
824 656
570 982
131 185
560 524
854 318
390 313
562 855
170 80
475 281
400 692
85 227
