944 1300
97 537 22994
97 794 22490
97 879 16619
98 643 14118
98 701 15108
99 231 2103
99 890 10081
100 168 23530
100 461 19673
100 517 3757
101 191 22296
101 333 12748
101 434 23620
101 708 5660
101 819 3337
102 260 20496
102 284 25925
102 311 21275
103 584 3686
104 888 28977
105 132 10154
105 630 25494
106 588 7590
107 279 23910
107 297 3855
108 160 31779
108 541 8150
108 670 25115
109 543 7232
109 699 17800
109 805 4442
110 528 2657
110 600 5357
111 164 27164
111 494 21968
111 782 28191
112 198 29890
112 398 16116
112 721 29713
112 889 22032
113 645 25223
114 243 18255
114 293 8392
115 386 21473
116 370 27855
116 672 15232
117 196 8601
117 322 27942
117 493 8527
117 651 22317
118 587 25564
119 433 25176
119 627 549
120 785 17928
121 375 27440
121 488 26616
121 540 858
122 186 5581
122 515 31239
123 144 18709
123 465 31240
123 903 1494
124 352 9607
124 471 27806
125 387 7011
125 716 20934
125 719 31799
126 230 7152
126 828 7449
127 316 2476
127 494 9644
127 501 19446
127 663 4607
127 918 16972
128 339 25598
128 410 6970
128 504 1784
129 226 18269
129 363 13789
129 365 9966
130 761 24888
130 930 27695
131 653 5261
131 666 1502
132 136 20691
132 649 12290
132 734 31478
133 482 20024
133 766 44
133 812 22238
134 172 26513
135 717 832
136 231 1304
136 393 22011
136 499 27577
136 814 27554
137 193 296
137 566 26858
138 265 24833
138 411 3894
138 468 15223
138 508 27588
139 509 24914
140 892 2019
141 190 26777
141 232 17475
142 667 17927
142 754 14222
143 145 328
143 194 23512
143 610 26777
144 229 8271
144 769 10530
145 391 4409
145 526 22196
145 817 21928
145 885 12166
146 224 4154
146 414 12298
146 797 24490
147 630 32497
148 743 7446
149 850 23060
150 504 5792
151 382 3101
151 566 22308
152 166 436
152 206 21492
152 267 9037
152 352 16085
152 396 12635
152 482 29474
152 924 18129
153 731 5716
153 788 18850
153 877 329
154 855 30431
155 459 26032
155 842 17011
156 578 17082
156 883 13448
157 801 4067
158 232 32734
158 488 12171
159 350 4271
159 688 22142
161 624 23428
161 726 3956
161 735 4682
161 809 32222
163 379 15053
163 474 14099
163 522 22840
163 678 16008
163 704 2564
164 297 7000
164 329 2918
164 614 25274
165 513 27523
165 523 2311
166 361 26736
167 296 3511
167 556 29256
168 782 14242
168 933 17254
169 425 27409
169 498 13815
169 776 14787
170 772 25657
171 818 2252
172 592 23535
172 911 27297
173 290 8693
174 559 524
174 698 19806
175 279 31988
175 302 16490
176 598 7994
178 339 956
178 655 2737
179 397 25667
179 906 3738
180 778 16082
181 427 16622
181 641 24646
182 416 5004
182 628 7656
182 720 17380
183 297 11985
183 334 17571
183 386 25844
183 420 19348
184 352 32667
185 327 26010
185 488 17909
185 696 9314
186 436 28552
186 620 27891
187 498 10413
187 747 15125
188 261 25044
188 867 10466
189 224 1704
189 589 31206
189 802 18930
190 512 14213
190 737 26991
190 780 1455
190 823 20344
191 436 5351
192 857 7013
193 428 12834
194 204 3108
195 306 9111
195 622 31668
195 817 30518
195 937 11668
197 209 23678
197 309 19991
197 422 4935
197 830 25651
199 637 30810
199 651 14605
199 897 17487
200 295 28276
200 540 17683
200 583 28900
200 695 27966
202 366 30691
203 645 9915
204 723 27483
205 583 32759
205 677 11974
205 710 5208
206 357 6074
206 928 24675
207 396 21057
207 627 32720
208 719 7527
208 935 32330
209 388 29240
209 419 761
209 594 4589
209 638 7192
210 474 31847
211 236 24382
211 246 3389
211 268 399
211 792 9003
212 644 14762
212 711 13003
213 840 17937
213 850 5527
214 772 3207
215 352 22870
215 569 23272
215 589 17780
216 266 14342
216 503 5565
217 304 2171
218 340 30068
218 509 11978
218 769 12958
219 457 3183
220 258 21409
220 722 5545
220 866 2092
221 329 31864
221 368 1925
221 690 7028
222 297 18872
222 855 18894
223 890 12793
224 280 566
224 392 75
224 758 3925
225 391 265
225 872 5552
226 460 13321
227 576 31727
227 867 20091
228 722 22114
229 340 7883
229 342 15454
229 502 13673
229 623 13286
230 267 12409
231 329 31403
232 347 5885
232 602 5071
232 719 30964
233 305 19610
233 387 5986
233 478 5704
233 860 3035
234 332 16726
234 595 12837
235 477 14480
235 587 31499
235 713 21800
236 860 1520
237 287 11791
237 720 23396
237 731 2494
237 794 27780
239 771 17489
239 913 31254
240 578 15276
241 645 27461
242 348 11454
242 393 5218
242 416 4574
242 559 28379
242 573 19141
242 806 20757
243 521 13216
244 445 2775
244 607 31355
245 902 27625
246 863 8620
247 564 14844
247 586 4113
247 689 5359
248 681 22078
248 741 18503
248 861 5443
248 927 19404
249 439 4746
249 539 776
250 706 32301
250 836 27719
250 864 12324
251 763 6317
251 870 24174
251 933 10597
252 364 9347
252 817 32231
252 859 30853
254 521 7104
254 871 25767
255 274 9376
256 444 19778
256 644 22687
257 292 1087
257 341 12547
257 467 9276
258 394 10631
259 773 24140
261 817 1258
261 895 10538
262 427 10753
262 500 12171
262 562 8282
262 590 15572
262 633 50
263 303 21327
263 488 24143
263 489 702
264 454 30917
264 601 21910
265 803 1612
266 759 26062
266 891 17881
267 318 14202
269 466 31941
269 708 1942
269 779 12183
270 348 27933
270 536 13881
270 555 15527
270 795 11932
271 424 18078
271 688 6013
272 708 30506
273 376 20703
273 750 26971
275 340 27636
275 436 21734
275 574 927
275 794 83
276 842 9273
277 322 4423
277 523 16072
277 610 32398
278 726 19483
279 516 7494
279 640 21069
281 382 25286
281 733 15586
282 316 4296
283 716 29258
284 690 2307
284 753 7135
285 321 7656
285 447 1927
285 474 12031
286 471 60
286 915 2646
287 324 2249
287 486 26524
287 670 16911
288 640 20685
289 389 30511
289 680 29047
290 531 21844
290 739 12932
291 312 21565
291 418 17910
291 466 6573
291 713 31878
291 840 26774
292 551 2722
292 809 15140
293 549 14049
293 699 24565
294 837 19075
295 359 11080
295 441 8287
295 484 9337
295 875 29976
296 302 23096
296 692 10722
297 400 29908
297 436 1322
297 454 8145
297 616 20836
297 624 18651
297 643 14074
297 717 5709
298 520 19292
298 604 16161
299 609 25391
300 651 32597
301 314 18619
301 367 16103
301 427 10975
303 711 13273
303 827 27231
303 911 5190
304 436 18785
304 596 5029
304 803 30411
305 355 20500
305 365 24539
307 443 2116
307 858 15952
307 905 18273
308 447 11815
310 363 15492
311 624 28725
312 570 14914
313 428 19584
313 706 9080
314 536 19603
314 708 9219
315 353 21001
315 882 18775
316 631 26017
317 331 12146
317 523 496
318 539 11724
319 717 10407
320 405 15221
320 880 27515
321 504 28124
322 436 29599
322 482 13961
322 510 15060
322 842 26686
323 385 25728
323 409 29725
323 546 3485
325 402 30918
325 656 9493
326 774 7131
327 791 10637
327 921 11865
328 459 29206
328 683 24905
328 716 27692
329 693 9423
331 688 2666
332 342 28327
332 522 31067
332 754 10240
332 880 28454
334 509 13928
334 851 6631
335 924 12408
336 494 31881
336 827 22441
337 602 29686
337 936 17335
338 457 2062
338 536 5697
338 635 31967
339 541 187
339 656 27439
341 714 22334
341 803 27017
342 934 18877
343 758 23401
344 696 21555
345 599 978
346 781 21529
348 410 30519
349 610 17431
351 575 6273
351 828 2364
353 503 7529
354 487 7997
354 731 325
354 887 14896
355 717 3919
355 811 755
356 568 2707
356 670 25364
356 678 19699
357 792 24028
358 445 16529
359 938 16168
362 681 1540
362 694 20047
363 484 11443
363 486 8671
363 705 32310
363 813 15462
364 649 2526
364 724 19259
364 743 14318
365 516 20779
366 428 24732
367 767 32653
367 880 30091
368 535 16982
368 929 10275
369 401 8504
369 885 1482
369 918 4268
370 431 20646
370 520 2287
370 521 21728
371 431 14598
372 627 7555
373 936 27641
374 505 24394
374 671 30543
374 681 3
375 669 9525
375 902 166
376 762 28195
377 454 17030
377 623 17630
377 748 3815
377 883 4967
378 522 10655
379 430 3280
380 816 4796
380 880 2403
381 411 4322
381 441 7557
381 514 5404
381 668 1659
382 432 27868
382 884 14627
383 615 16429
383 689 18269
383 937 5838
384 426 29621
384 781 13513
384 873 23615
384 875 31759
385 399 4798
385 419 14754
385 760 4638
385 932 3004
386 758 10098
388 919 3711
389 458 12377
390 609 24216
390 923 5817
391 393 17995
391 494 11607
391 793 30580
391 889 699
392 738 16335
393 414 6212
393 416 28020
393 569 21279
393 578 19701
393 646 15489
394 577 357
394 662 22520
395 495 29372
395 939 14591
396 808 25071
397 554 13188
400 488 30014
400 785 24450
401 500 19639
401 791 30918
401 869 23685
402 415 24464
402 488 20878
403 730 7646
403 941 2240
404 421 2184
404 556 15696
404 652 1078
405 764 28385
405 915 6835
406 806 9003
407 539 13304
408 466 14789
409 833 19550
412 851 4377
415 512 18372
416 553 3444
416 647 32143
416 794 28214
416 920 29199
417 515 24550
417 602 4359
418 502 11100
418 717 10389
419 599 21980
419 636 13475
419 744 31781
419 794 8436
420 665 10436
420 913 2983
421 625 5893
422 542 13298
422 934 20885
423 425 16105
424 591 17105
424 801 8104
425 658 13626
425 706 7421
425 779 12256
425 901 31733
427 429 182
427 490 17956
429 837 3018
431 488 31653
432 935 25508
433 515 20389
433 703 6345
434 699 12698
435 905 27836
436 735 29542
436 826 7483
436 839 3322
437 453 24296
438 493 19015
439 919 22595
440 488 26478
440 708 24056
441 922 16802
442 779 23524
444 488 30603
444 894 12324
445 640 21702
445 761 24196
445 830 9110
446 619 17914
447 889 17282
448 781 8575
449 457 19852
449 549 13164
449 827 20103
450 919 6730
451 598 20859
451 717 6131
451 919 324
452 462 8874
453 457 3273
453 733 14878
454 804 27607
455 730 15340
456 637 23836
456 653 18830
458 635 18395
458 699 17557
458 716 12395
458 737 2954
458 771 22097
460 462 28203
460 614 28010
460 732 5449
461 681 9106
463 522 14030
463 579 1440
463 819 29652
464 786 32645
465 708 19255
467 545 29121
469 473 17328
469 811 25470
470 592 16296
472 731 15620
473 585 15393
473 707 23481
475 580 20299
476 657 25890
478 536 19972
478 563 23518
478 609 7365
478 819 13384
479 601 24306
479 906 763
480 640 17677
480 773 5643
481 797 17937
482 536 11992
482 552 7805
482 564 31195
482 566 4817
482 660 24848
482 763 1238
482 880 24581
483 521 3174
484 711 18339
485 916 1704
485 935 30313
486 726 21174
488 607 14143
489 537 4941
489 679 12312
489 745 23013
489 761 31120
489 844 15290
490 564 30643
491 607 339
492 671 12227
492 855 29988
495 751 15703
495 765 25031
497 513 32089
497 668 26672
500 576 13635
500 774 16525
502 936 5824
503 865 8176
504 664 10540
506 570 21862
506 908 32337
506 925 5927
507 793 9509
507 849 27017
508 548 28610
508 594 10210
509 600 12781
510 565 3898
510 874 28232
511 605 25879
511 898 14142
513 598 1746
513 725 22207
514 841 9675
515 714 16346
516 526 15284
517 792 13125
518 853 7812
519 722 14793
519 818 6301
520 545 9511
521 568 24899
521 803 23866
522 551 30977
522 775 8646
522 853 18428
522 929 22523
523 525 26998
523 931 27783
524 806 5390
524 905 16222
525 540 10947
525 580 1728
525 584 1376
525 657 11089
527 541 1868
527 559 3649
527 757 15245
528 664 3910
528 943 14994
529 651 6819
531 699 21000
533 598 19863
533 816 27256
536 705 30139
536 857 12679
536 877 3866
538 688 8214
542 855 8136
542 886 26943
542 902 13673
543 562 8938
543 698 23838
546 571 24091
546 737 482
547 707 22892
548 738 31953
548 817 18270
549 714 3947
553 819 29333
554 650 9133
555 701 23306
556 717 5045
558 584 16197
560 563 27
561 717 30141
564 768 20323
565 725 21229
565 818 16986
566 794 27025
567 707 4689
568 724 23525
568 786 26213
570 695 25005
572 865 23993
575 784 5632
576 799 31471
577 582 13066
577 892 19989
578 796 1758
578 917 448
580 819 10320
580 887 12961
581 783 8760
582 586 22947
584 595 25102
585 690 288
585 754 20595
586 631 6431
586 854 15318
588 793 28234
590 799 16237
591 683 25354
591 849 20055
592 701 31238
592 718 14847
592 742 23619
593 827 14911
595 758 17012
595 856 14630
597 736 2501
597 743 10314
598 814 20719
598 818 12077
598 825 31264
599 706 15538
603 867 25706
603 872 20992
605 942 7670
606 709 11260
606 825 24769
608 800 388
609 940 27894
610 618 14664
612 803 193
613 766 29562
615 697 5521
615 807 15509
616 666 15677
617 785 20911
618 695 24147
618 701 23158
619 624 10390
620 642 8552
620 715 28583
620 810 18210
621 729 4000
622 940 7988
622 942 19543
623 838 12788
626 629 1875
626 656 1511
627 911 1779
628 786 18369
629 871 12857
630 663 944
632 895 1185
634 653 9786
634 773 32552
635 710 12400
635 784 2087
636 831 20781
637 886 21153
639 707 24707
641 778 24526
645 885 6339
646 762 17588
646 842 29854
650 904 24552
651 829 20811
654 807 228
654 889 19540
655 666 14701
657 692 13322
657 711 667
660 868 3231
661 721 24086
661 804 1372
662 708 32076
663 777 18074
664 909 17273
666 778 22718
667 719 15279
668 675 8562
668 718 24592
669 829 7105
671 762 11411
672 693 29858
673 720 12938
675 680 9871
676 721 19633
679 684 30635
681 737 4290
685 689 21702
688 784 25908
689 853 9767
691 768 14689
691 852 3932
692 709 10822
693 848 31148
694 771 11793
694 780 31575
695 794 26713
695 804 8329
699 851 528
699 878 25558
701 822 31745
701 848 32336
701 893 24138
702 887 30276
704 881 29973
707 847 25869
710 919 2394
712 844 20318
714 836 24136
715 760 11188
717 743 20301
717 759 27526
721 782 15807
724 845 29143
729 820 29277
730 755 13681
732 789 5643
734 906 13879
736 823 18599
739 942 30797
740 935 28693
742 891 31701
745 933 17965
746 769 17330
747 756 25886
750 798 3311
751 855 4808
752 867 5784
752 868 10197
753 795 2840
755 827 30554
755 861 17568
756 911 26466
761 821 9830
764 839 19310
765 801 9184
766 901 29003
770 875 30963
774 853 20669
774 862 8809
774 934 22839
775 796 24846
777 883 10674
784 898 13918
785 890 30335
787 811 27670
788 918 8646
793 939 26547
794 907 16872
800 894 2375
800 908 12558
801 880 20503
815 824 9550
817 929 20646
819 824 31140
832 849 8106
834 877 4656
834 899 14652
835 889 23465
837 893 6265
839 871 11411
840 942 21007
841 867 27109
843 877 30012
844 910 29089
855 919 27249
855 935 11691
857 896 29491
859 873 24154
866 940 4627
869 898 30968
882 920 29575
883 906 23832
884 900 23663
895 896 11904
905 916 30668
912 929 16189
594 908
1 2 3 4 5 9 14 15 16 19 21 22 24 25 27 28 30 31 33 34 37 38 39 40 41 42 47 48 51 52 53 54 61 62 63 64 65 66 67 68 69 71 76 79 81 83 84 85 86 87 88 89 90 91 92 97 98 99 100 102 103 105 106 108 109 110 111 112 113 114 115 116 117 119 120 121 122 123 124 126 128 129 130 131 132 133 134 135 136 137 138 141 147 148 149 150 151 152 153 158 159 160 162 163 164 165 166 169 179 180 183 184 185 186 189 191 192 193 194 195 198 199 201 202 203 204 205 206 207 208 209 211 212 213 215 218 219 220 222 223 224 225 226 230 231 232 238 239 241 244 245 246 247 249 250 251 253 254 255 258 259 260 262 266 267 268 272 279 281 286 287 295 297 298 305 308 310 312 313 314 315 317 318 319 320 321 322 323 324 325 326 327 328 329 330 331 332 333 338 341 343 352 354 355 356 357 359 364 365 366 367 368 369 370 371 373 374 376 377 378 379 380 381 382 384 385 386 387 388 389 390 391 392 393 394 395 396 398 399 401 403 404 405 406 408 409 410 411 412 413 414 415 419 427 429 430 431 437 438 439 440 442 443 445 447 448 449 450 451 454 455 456 457 458 459 464 465 466 467 468 469 470 471 472 473 474 475 477 480 481 482 483 484 485 486 487 488 489 490 492 493 494 495 496 497 498 499 500 501 502 503 505 506 507 508 509 511 512 513 514 515 516 517 519 521 522 524 526 527 529 530 531 532 533 534 537 539 542 543 544 545 547 550 551 552 554 556 557 558 559 560 561 562 565 566 569 570 575 576 577 578 579 580 581 584 585 586 587 588 593 594 595 596 597 598 599 600 601 603 606 608 609 612 613 614 615 616 617 620 621 622 624 629 630 631 633 634 635 636 637 638 639 640 641 642 643 644 648 650 651 652 653 654 655 656 657 658 659 660 661 662 663 664 665 666 668 669 670 671 675 677 678 679 684 685 687 690 691 693 694 704 705 706 707 708 709 710 711 716 717 718 719 723 724 725 726 727 728 729 731 732 733 735 736 738 744 745 747 748 751 752 754 756 758 759 761 762 763 764 765 766 767 768 769 770 771 772 773 774 775 776 777 778 779 780 781 784 785 786 787 788 789 790 791 792 793 794 800 801 803 804 805 809 810 811 814 815 817 818 819 820 821 822 824 829 831 834 846 849 853 854 857 858 859 861 865 866 867 868 869 871 872 873 874 875 877 878 881 883 884 885 886 887 888 889 890 891 892 893 894 897 899 902 903 905 908 909 910 912 913 914 915 916 918 919 920 921 922 925 928 930 932 933 934 935 936 937 938 939 940 941 942 943 944 
106 116
821 457
169 85
72 295
296 911
311 450
476 83
607 308
54 236
554 110
232 423
597 632
488 114
756 279
323 916
885 324
468 14
754 906
101 897
779 944
516 591
739 648
490 166
26 342
121 507
235 901
788 755
854 327
915 408
753 108
246 297
203 549
458 675
689 169
378 751
612 471
360 492
251 189
300 527
421 376
316 151
881 429
621 758
434 728
248 637
733 867
97 359
821 585
100 362
665 668
705 505
748 308
890 237
341 616
489 868
904 610
136 794
837 542
619 696
799 99
833 747
704 229
91 279
459 906
651 139
18 444
593 102
921 942
610 762
730 307
507 784
91 299
564 780
573 591
408 322
230 607
35 505
370 778
797 880
389 222
679 222
900 561
179 318
916 159
201 267
179 532
423 840
294 716
585 307
2 937
761 363
688 646
633 320
235 714
302 586
43 78
383 252
583 402
751 618
22 861
487 425
118 596
248 694
625 29
670 73
237 244
249 363
3 622
825 695
371 188
279 685
245 658
780 636
499 217
716 625
677 289
419 571
877 11
755 433
788 582
636 470
740 616
894 571
505 400
315 342
562 489
592 338
923 258
885 535
448 316
851 939
379 659
310 409
750 641
227 577
264 399
443 96
17 445
880 450
248 244
24 229
432 282
240 752
566 5
259 148
198 404
667 33
574 555
215 12
563 93
270 63
595 463
738 753
459 474
904 40
842 145
216 477
533 36
464 607
140 69
366 443
45 249
429 314
744 432
335 763
451 361
540 818
142 815
698 289
122 841
126 486
709 225
898 357
313 834
423 232
519 760
525 196
525 755
208 46
271 348
885 366
933 395
646 82
818 7
186 694
277 256
73 131
67 330
606 725
820 171
302 114
333 87
872 840
271 873
701 214
749 885
610 125
483 156
4 520
933 495
699 554
422 872
66 39
667 37
854 102
383 198
908 101
824 906
216 942
185 20
252 889
713 740
558 97
116 739
669 235
337 415
373 436
436 584
848 235
661 666
880 479
816 156
154 202
302 8
69 510
612 909
660 287
363 625
848 433
288 618
330 739
269 735
863 333
855 186
684 630
409 433
196 441
1 437
896 456
105 107
70 865
521 521
702 832
891 307
129 710
351 71
130 873
800 390
465 732
439 260
350 496
719 113
763 282
920 137
805 935
528 681
4 590
751 83
177 389
161 628
696 55
857 660
878 852
164 205
724 473
620 783
557 881
559 212
908 668
879 176
66 384
299 795
887 525
909 610
582 501
805 666
14 668
710 775
101 252
816 460
96 780
254 579
81 578
833 544
864 470
797 321
686 554
209 185
502 935
173 621
532 441
783 718
138 253
687 72
528 697
140 75
828 142
598 424
339 698
733 798
735 817
761 805
178 253
28 474
25 19
534 45
68 55
663 664
437 259
58 849
247 612
416 1
593 790
58 886
267 626
43 246
240 100
845 580
581 609
371 312
505 393
48 90
925 25
246 384
838 69
368 329
929 868
596 904
582 60
931 708
496 320
612 47
588 855
688 6
240 495
286 905
174 721
258 412
744 391
194 429
198 379
842 791
423 82
768 214
244 505
634 587
795 574
158 546
170 723
186 451
810 558
486 86
783 36
934 315
77 8
132 936
221 766
686 404
560 533
380 484
931 468
341 739
67 596
754 872
899 142
691 515
796 535
913 807
181 297
611 526
899 724
277 697
194 773
710 88
693 357
688 346
234 405
670 372
401 24
889 7
655 723
707 749
270 192
760 756
279 329
769 79
419 643
75 920
494 712
616 427
525 682
293 319
338 469
187 502
189 820
169 312
293 535
194 282
855 403
467 452
574 123
169 628
772 62
240 925
840 720
222 852
513 509
1 109
610 635
6 864
190 800
540 898
413 436
312 738
624 456
667 1
34 855
385 389
943 507
43 160
425 900
943 588
520 757
397 362
562 303
406 716
845 498
489 607
416 177
174 429
288 469
278 721
202 693
402 476
939 853
691 904
472 236
802 812
892 618
354 639
396 458
435 864
513 212
440 837
118 134
218 562
640 196
558 285
206 62
676 304
305 801
610 302
334 913
97 474
34 533
279 228
598 19
868 693
67 269
320 285
294 252
325 523
663 221
249 269
535 825
288 440
425 89
15 762
723 217
179 334
340 157
355 33
584 834
307 322
586 758
779 207
377 426
216 702
94 758
33 360
749 94
860 157
330 500
530 500
206 799
624 546
106 394
272 813
187 127
567 881
271 310
624 99
631 792
137 68
237 297
93 648
151 742
626 551
349 891
35 564
328 408
48 652
539 693
709 769
471 755
72 600
633 421
327 400
247 367
306 757
43 590
116 403
750 72
488 622
889 405
378 241
88 270
683 661
768 661
905 789
483 133
591 865
433 187
408 463
721 822
250 920
32 187
656 242
794 204
392 105
7 650
479 436
519 88
698 646
273 754
22 273
503 638
642 434
671 81
619 585
62 293
280 935
262 362
280 109
434 523
121 418
430 162
122 565
236 463
931 68
901 772
627 781
685 148
202 147
810 206
904 516
598 917
422 24
738 530
708 203
366 380
386 207
647 198
611 172
704 889
47 474
4 420
888 625
523 290
575 510
523 827
296 808
768 477
139 708
463 812
332 54
631 567
525 889
714 301
339 17
699 144
198 238
535 233
637 676
329 349
890 873
105 478
849 127
901 501
623 451
275 142
424 532
69 356
529 424
222 32
432 171
900 204
273 90
406 380
26 591
704 527
385 782
205 162
348 911
812 853
218 284
150 451
144 750
495 60
102 483
731 741
51 308
515 307
86 692
440 916
599 154
231 575
302 931
62 364
130 865
46 150
612 761
545 736
860 220
910 358
676 916
650 438
821 226
113 607
239 197
598 41
301 93
887 213
647 48
213 118
361 397
194 879
645 480
652 831
69 342
185 139
563 417
83 395
508 798
6 536
642 68
647 435
770 48
200 602
870 303
329 647
315 43
561 505
485 522
142 55
577 755
313 818
75 35
829 26
834 463
921 436
233 75
708 763
319 330
305 437
529 551
164 903
655 195
467 763
140 287
528 864
921 557
870 259
853 482
593 125
734 767
499 205
635 720
309 392
541 36
107 942
914 927
491 686
476 300
591 253
546 855
25 755
630 858
903 614
871 374
391 571
407 4
172 378
608 284
129 338
514 278
685 61
336 416
8 901
540 208
414 503
320 394
706 215
622 211
420 884
250 6
918 189
631 247
27 916
783 615
800 834
712 680
432 155
579 898
867 324
838 165
775 34
220 111
2 36
523 128
918 852
23 684
518 810
213 192
40 386
562 921
604 799
709 594
316 847
851 941
579 321
338 820
643 165
303 735
690 227
804 88
677 254
260 942
48 106
569 279
188 428
128 618
330 257
131 44
104 242
472 936
641 134
744 660
745 152
210 898
762 827
368 117
280 411
75 53
844 230
731 276
607 746
321 929
581 609
665 797
924 43
90 253
613 650
304 863
210 564
763 240
593 692
729 493
456 178
34 184
145 532
451 78
360 613
605 855
147 54
814 574
817 434
737 82
134 630
818 43
198 576
212 353
495 327
614 153
733 667
147 65
664 399
745 927
816 196
29 804
460 728
204 599
127 351
725 864
268 480
86 449
396 820
148 332
462 666
143 721
926 383
132 502
744 316
245 685
254 176
711 576
745 207
394 336
829 843
638 542
544 771
404 553
781 665
259 138
291 520
700 444
451 229
495 753
826 805
191 48
475 912
36 435
34 692
432 864
596 365
773 630
170 84
612 299
256 934
744 883
409 886
741 132
629 389
507 136
902 657
256 242
191 716
492 308
270 494
214 561
347 29
48 814
177 125
670 175
574 387
445 767
774 766
530 47
636 472
96 595
627 856
286 602
417 684
632 317
645 790
500 633
347 772
472 848
206 341
859 524
398 168
57 214
482 135
507 182
63 724
646 636
825 531
450 191
425 937
334 244
705 627
67 529
460 393
118 546
505 884
17 203
153 718
804 927
198 617
488 113
135 276
693 170
641 41
693 762
449 474
680 610
471 157
569 97
165 565
944 861
329 451
538 900
278 140
646 356
794 93
737 904
331 509
773 116
787 194
461 291
462 823
828 510
866 108
479 528
703 766
176 792
902 57
684 111
