970 1340
642 753 19471
644 743 23951
646 804 10705
646 947 31355
647 724 17237
648 873 25505
649 704 21368
651 680 18840
651 851 15155
652 794 28874
652 941 25985
653 711 17467
654 701 116
657 853 23644
659 784 17591
661 704 5672
662 842 24197
662 928 7088
664 684 15178
664 717 23517
664 804 4422
664 840 9562
664 947 7700
667 735 13177
667 862 15075
667 951 7539
668 898 21679
670 932 21991
671 801 29656
673 804 2839
673 929 10842
674 701 20503
674 764 30360
674 934 1982
676 772 489
677 784 29640
678 828 16756
684 687 32281
685 955 14991
688 732 1420
690 951 22420
692 773 13739
693 917 4978
695 854 22834
696 705 2487
696 750 728
696 775 13070
696 833 23523
697 744 22858
697 777 30798
698 718 28574
701 915 14796
702 866 17703
704 719 30135
705 727 30513
706 808 22820
707 924 22332
709 774 1201
709 856 8601
709 952 4309
713 729 2814
717 865 3591
717 909 16266
718 728 24917
718 751 32180
718 823 7857
722 804 3659
724 746 13817
725 888 20647
726 760 17758
730 836 8821
732 847 26371
735 762 19617
737 861 28598
741 788 26221
743 845 28079
743 935 27950
745 966 13742
746 916 26227
747 852 17855
751 752 10635
752 857 3281
753 890 1610
757 829 3468
757 951 9118
759 942 22510
760 829 24417
762 785 14569
763 795 23226
764 896 29436
764 960 3491
765 814 16885
767 908 8030
768 890 31552
772 900 29822
774 842 3611
775 869 15544
777 910 1870
781 884 24031
782 839 4624
784 808 14740
784 896 26599
784 915 28384
785 814 3259
787 917 11724
797 877 13425
799 819 28832
802 921 23881
806 866 19736
807 961 25251
809 940 16793
812 854 25978
813 847 15364
813 940 22297
820 838 29327
821 888 16931
821 896 5287
822 846 2384
823 861 19134
823 900 16649
826 939 3307
828 866 14519
828 961 8831
829 870 17977
829 893 26173
834 869 1892
838 878 7152
841 854 3440
843 911 15459
852 935 25535
856 859 10614
865 937 4796
866 895 6802
866 896 29841
867 909 16466
882 924 32138
882 935 8288
885 958 17860
895 950 21596
909 927 22011
924 948 32420
938 960 12805
948 959 12365
960 964 9924
962 970 15323
103 938
13 20 38 40 41 49 82 85 88 108 132 135 138 149 156 172 195 196 202 206 207 219 226 272 273 275 295 297 300 307 310 327 332 351 364 373 387 401 421 440 443 462 474 491 505 509 532 535 536 546 568 571 582 596 597 600 604 617 627 636 646 654 666 669 670 692 693 698 700 706 716 736 755 763 764 771 773 774 776 777 798 804 807 828 831 838 848 862 881 901 910 911 914 926 930 937 946 947 957 960 965 966 970 
154 631
468 248
89 679
571 638
483 418
526 886
544 912
699 316
261 846
483 125
478 784
652 338
38 536
556 543
55 816
589 787
32 70
62 844
166 653
559 299
454 913
477 137
903 496
570 50
734 715
107 503
155 695
405 664
826 965
152 371
63 680
547 599
106 664
778 93
771 833
483 187
502 867
950 84
737 540
705 967
344 816
84 136
497 932
921 30
918 889
588 894
403 905
860 245
666 338
32 480
818 263
94 186
104 766
789 286
834 932
573 785
759 117
274 511
292 621
522 454
853 338
262 565
873 807
647 865
670 74
251 767
363 517
920 19
405 945
850 456
422 326
122 729
590 766
61 787
314 662
277 668
561 585
425 692
131 200
261 101
957 487
353 843
262 849
453 549
457 916
846 799
79 331
871 132
963 543
382 944
748 175
345 634
462 473
766 376
129 455
111 918
151 191
931 873
239 38
756 204
650 582
13 68
5 143
724 318
915 407
517 364
216 387
176 702
277 846
704 812
286 200
23 634
821 552
800 209
941 785
823 161
463 967
110 507
447 940
336 86
178 407
755 311
87 201
246 511
213 116
794 564
67 799
936 921
838 511
873 421
152 137
247 797
73 785
482 758
423 729
84 11
914 103
908 598
927 415
874 86
632 90
564 292
78 449
845 290
284 248
831 538
673 154
71 812
146 417
86 924
394 260
520 719
371 507
523 771
439 683
491 258
561 268
674 389
332 631
585 300
701 213
726 290
504 362
208 685
315 301
527 928
565 19
733 735
501 748
156 532
371 402
919 181
574 86
218 220
889 719
622 531
446 367
557 107
720 450
81 518
64 599
658 548
214 325
79 906
707 440
223 74
157 526
483 152
883 220
719 612
249 581
720 189
302 944
484 913
291 698
682 468
211 348
252 477
943 478
667 614
454 9
416 714
243 445
901 939
124 433
197 606
414 131
481 137
359 80
616 117
295 364
358 312
242 252
211 46
92 577
567 172
878 790
499 168
823 683
275 365
663 2
498 492
644 959
533 439
644 700
251 257
675 267
967 640
219 857
414 381
235 252
266 577
476 83
63 400
406 199
5 813
168 201
718 170
246 396
801 25
913 723
574 360
235 418
420 149
812 708
143 67
109 141
853 89
808 732
161 955
579 58
27 205
461 88
870 789
632 239
505 577
14 917
22 487
648 237
683 831
904 892
569 116
348 837
225 140
586 788
281 139
826 942
548 936
729 719
158 318
353 88
10 156
403 710
858 311
723 487
319 849
831 283
446 731
662 610
337 183
190 514
824 80
38 575
430 602
308 510
645 763
826 127
796 665
384 15
657 750
616 913
99 142
448 173
294 659
171 380
165 779
486 867
416 156
397 179
532 518
751 86
885 953
813 919
853 810
687 408
821 730
108 880
422 429
854 734
367 536
103 896
42 87
886 282
327 778
251 927
249 865
5 768
895 205
764 280
160 443
589 401
213 89
330 340
15 142
933 888
114 515
4 163
568 829
743 682
471 787
56 156
759 481
46 600
96 903
625 70
150 646
62 928
131 335
305 712
568 677
483 375
655 361
558 442
882 296
651 74
284 481
860 338
174 195
764 472
7 102
90 38
699 732
113 282
307 560
194 550
914 355
542 813
786 660
889 486
510 673
511 917
549 531
424 319
960 460
470 573
157 285
836 433
647 701
173 151
840 433
419 508
700 793
486 753
769 642
167 734
425 442
376 32
264 486
8 625
365 810
235 728
233 456
828 788
193 513
490 125
389 661
173 13
49 958
598 956
475 783
429 693
474 708
570 207
106 692
497 218
754 194
861 910
630 836
232 161
559 179
286 491
678 165
636 685
868 414
678 181
487 532
87 792
557 51
725 954
152 588
246 587
877 731
389 935
174 740
895 352
534 182
447 76
137 297
458 762
266 716
42 700
360 465
634 868
839 558
410 963
428 740
351 265
83 287
591 133
548 186
73 205
691 754
743 466
177 626
63 39
258 891
431 205
27 466
63 163
570 695
650 285
698 477
898 100
140 446
269 46
686 318
798 118
473 873
123 815
518 450
801 842
1 17
195 415
546 788
836 781
571 75
49 91
336 40
287 558
720 691
227 330
442 831
116 657
561 660
174 550
737 744
612 383
648 890
744 533
349 777
615 776
412 719
604 215
606 373
212 328
574 887
663 581
795 604
727 608
172 285
396 337
450 481
90 345
707 113
214 456
59 152
137 93
50 399
161 3
357 1
803 964
453 617
867 783
526 736
438 529
641 936
650 354
739 99
633 88
255 369
776 347
914 298
519 25
346 178
932 253
414 724
634 936
187 603
615 313
177 205
221 508
112 309
860 290
901 189
563 863
819 635
236 645
733 609
17 512
183 413
765 304
705 745
262 609
844 228
381 666
362 333
37 672
662 27
466 229
611 317
311 208
856 147
8 115
317 754
932 476
318 327
904 101
767 569
625 935
425 313
156 32
552 534
863 342
878 795
788 611
33 116
139 125
61 893
387 914
79 560
338 943
378 498
593 495
302 14
889 877
864 886
626 445
923 286
931 521
247 577
510 755
887 9
693 85
879 393
89 409
170 8
963 70
804 584
866 663
686 779
266 201
480 506
815 210
840 197
251 313
586 513
955 249
538 274
85 480
749 519
260 328
900 328
853 395
574 294
211 392
545 841
288 349
134 603
441 811
800 605
179 925
308 397
49 890
56 800
569 349
921 197
710 729
798 542
798 190
23 901
89 795
815 393
169 656
617 172
894 122
64 820
727 397
792 71
87 110
580 570
472 80
668 553
101 970
494 41
240 258
936 395
716 679
779 967
473 408
746 742
166 500
207 434
556 687
136 190
728 245
379 330
441 767
166 63
822 678
143 644
942 171
512 485
857 93
511 281
629 237
26 771
195 785
598 586
648 798
795 605
264 660
154 469
414 851
192 835
140 723
695 782
194 512
644 442
733 537
36 514
443 392
928 71
158 629
434 755
90 108
429 888
85 899
556 225
494 240
606 52
661 301
683 433
397 424
155 256
503 113
83 241
104 864
156 111
689 503
921 362
838 311
209 779
213 108
878 847
953 400
563 891
836 275
742 403
574 820
76 604
176 861
572 892
605 716
75 591
756 267
938 501
799 355
813 285
736 734
909 66
381 50
456 333
361 594
696 136
427 76
521 393
128 240
615 932
618 476
195 835
25 930
284 270
625 321
62 549
497 101
51 958
446 440
853 684
812 86
527 322
164 190
687 945
794 285
450 496
169 716
506 645
800 530
856 652
924 122
471 283
8 437
139 508
498 70
313 754
159 633
170 83
248 294
39 845
397 724
53 634
843 22
411 962
597 493
833 208
411 380
940 520
54 787
260 709
479 305
148 920
950 844
473 757
552 227
580 666
347 39
955 735
937 50
9 838
964 912
826 355
118 577
422 405
727 798
295 373
923 823
544 91
187 21
507 502
150 628
701 820
263 316
329 766
313 137
206 558
813 87
304 512
702 905
411 647
752 480
955 534
47 405
220 260
633 434
471 970
523 908
27 587
797 152
361 3
938 753
570 365
724 590
198 589
501 627
182 824
221 19
77 864
871 29
228 346
472 197
302 754
533 95
937 56
389 234
906 788
946 46
390 766
370 290
632 440
174 689
579 564
560 510
844 553
99 621
368 713
529 179
519 969
694 714
800 122
664 125
924 680
791 542
736 375
331 784
915 76
969 681
771 92
348 619
778 43
419 364
70 715
387 763
197 96
506 395
587 338
698 624
381 938
337 382
791 134
161 58
309 754
92 148
953 439
41 586
682 566
811 938
211 939
658 661
721 441
61 808
474 92
936 320
919 191
252 906
552 821
230 460
386 220
733 403
191 536
372 375
126 508
509 519
329 838
928 37
516 586
43 334
780 766
670 766
792 678
826 158
492 564
94 940
725 167
100 774
937 877
619 431
782 901
647 902
441 462
507 83
318 362
212 427
62 456
559 663
237 703
577 865
716 577
125 294
431 713
628 961
428 70
1 502
385 445
462 46
951 881
711 532
174 512
830 431
809 216
653 378
738 454
767 430
623 182
305 709
162 743
495 73
42 439
918 936
928 814
329 711
254 640
641 419
171 966
690 946
594 518
98 547
274 822
341 181
638 901
39 6
735 808
410 504
244 264
440 504
43 932
248 759
45 485
309 776
676 417
902 885
74 154
674 894
862 488
561 970
481 552
279 155
764 226
919 720
369 577
212 307
40 422
50 34
343 786
970 631
490 532
595 843
174 450
225 443
164 776
