978 1156
118 453 18533
118 539 11926
119 202 193
119 242 5833
119 353 14018
119 538 3730
119 912 21709
120 396 24235
120 528 6971
120 647 10413
120 711 12796
121 169 19893
121 432 3184
121 433 23362
121 684 7083
121 797 22509
121 816 1930
121 921 31821
122 513 14257
123 140 17197
123 159 21837
123 884 21322
124 464 14411
124 898 10598
124 910 12291
125 353 10776
125 413 17493
126 170 9515
126 347 27891
126 499 30819
127 132 26365
127 190 9232
127 233 27654
127 236 13881
127 268 4329
127 538 824
127 610 28917
127 801 1855
127 871 25645
127 875 17881
128 657 31203
129 395 17119
129 687 9537
129 723 15463
129 735 22598
129 920 31889
130 162 29853
130 184 8492
131 403 14416
131 573 22901
131 689 31049
131 775 30903
131 821 29886
132 331 9880
132 369 127
132 607 13336
132 610 28434
132 727 5014
133 455 21908
133 625 18823
133 699 17808
134 259 22423
134 776 25220
136 855 29787
137 221 7175
137 572 27471
139 247 16851
139 541 11924
140 182 19897
140 235 2086
140 285 19654
140 408 2820
140 410 229
140 606 10500
141 442 12885
141 649 3385
141 925 17468
142 223 24276
143 227 8067
143 605 27098
143 645 1281
144 261 22242
144 414 17098
144 593 5231
144 636 14645
144 671 10533
144 676 17129
144 811 10935
146 539 28689
146 539 4558
147 277 6224
149 287 31065
150 244 19465
150 246 5295
150 346 26893
151 377 19398
151 388 29435
152 225 23286
153 517 12762
154 263 15463
154 421 23851
154 538 22619
155 187 28524
156 624 10532
157 224 30581
158 286 10068
158 719 15308
160 289 23697
160 868 7581
161 643 11052
161 655 5579
161 822 20334
162 336 23736
162 351 28167
162 517 7153
163 602 8431
164 430 9106
165 181 16913
165 356 27689
165 449 12507
166 456 12765
166 468 5998
166 870 17873
168 370 7735
169 258 16798
169 340 5515
169 349 31624
169 505 26993
170 438 28584
170 466 21937
170 665 20772
171 492 707
172 613 18225
173 416 31891
173 977 478
174 293 5943
174 784 31107
175 271 28664
176 589 23845
176 709 6043
177 244 6996
177 372 32228
179 733 25672
179 780 11571
180 723 11545
181 323 19090
181 447 12697
181 917 23391
182 459 32379
184 440 12586
185 256 2389
186 428 13948
186 669 31727
186 842 32119
187 665 27224
188 391 599
188 928 26515
189 650 27110
190 558 26825
190 573 27576
190 599 2417
191 243 8451
192 231 5470
192 575 9591
193 678 13490
194 281 26695
194 727 4050
195 560 19868
195 583 21479
195 591 32475
195 747 16534
196 253 19873
197 307 19302
197 482 20569
197 810 30331
198 579 30146
199 656 16165
199 777 23172
200 975 32014
201 596 8149
201 647 15351
202 209 30675
202 661 2007
202 910 10343
203 310 5251
204 485 16322
204 925 32346
205 295 17703
207 894 16295
208 287 23903
208 344 15529
208 578 14063
208 793 17236
208 958 27556
208 969 17219
210 497 856
210 824 28617
211 503 30606
212 833 17856
212 967 13891
213 538 7397
214 247 32166
215 343 26250
215 476 18763
215 679 20025
215 860 27147
216 691 17239
217 383 4891
217 732 6725
217 890 14301
218 380 9910
218 492 22276
219 480 14655
220 504 5601
221 877 24839
222 541 24624
222 720 2571
223 253 18796
223 326 1923
223 444 29587
223 494 5379
223 872 18987
224 292 18952
225 565 560
226 494 19736
226 558 20432
227 586 5252
227 732 9609
228 588 24410
229 702 13587
229 975 26896
230 267 569
231 501 11269
231 902 2592
233 765 116
233 785 29831
234 533 19284
234 592 16761
235 973 20784
236 321 29584
236 721 15334
237 369 4675
237 496 13973
238 761 27466
238 802 18228
239 721 22237
239 936 11427
240 434 10733
241 560 24024
241 828 32447
242 800 5144
243 395 9784
243 457 12049
243 947 25873
243 966 16595
244 910 23674
245 539 11135
246 640 24160
247 708 168
248 273 30158
248 296 4608
248 370 26818
248 829 16982
249 381 21287
251 327 11124
251 652 21167
252 469 18135
252 511 21101
252 822 20107
253 481 9153
253 564 23391
253 613 23131
253 871 31313
254 409 13022
254 412 23028
254 604 28961
254 847 5603
255 351 19465
255 631 2098
256 623 28718
257 576 31610
257 950 22733
258 818 31965
259 385 24845
259 771 29270
260 940 2959
261 782 26406
262 402 7543
262 453 13805
262 540 23144
262 633 10315
263 275 24873
263 803 20277
264 909 31832
265 629 17938
266 279 21170
267 278 8274
268 283 27947
268 796 1820
269 364 14939
269 634 23361
269 671 3547
270 472 31756
270 899 3070
272 870 20676
272 886 29030
273 323 14638
273 913 26939
274 483 17464
274 712 15374
276 836 17182
279 280 25215
279 590 6388
279 877 17568
280 880 7545
281 678 10642
281 776 18625
282 323 2049
282 654 9695
285 406 2349
285 417 18748
285 480 1019
285 724 19811
285 813 24410
285 847 2924
285 871 1154
286 334 11720
286 510 19827
286 619 14759
286 675 4832
287 454 17918
287 506 10115
287 877 30546
288 466 15531
288 875 13290
289 843 25827
290 896 3195
291 489 615
291 578 16069
292 513 9073
292 705 24291
293 798 1940
293 946 3153
293 955 16488
294 349 14686
294 794 7551
295 564 29616
296 433 9972
296 505 11501
297 808 4390
298 586 6478
299 317 29488
299 405 23871
299 457 25502
299 764 16376
299 868 7517
299 932 32676
300 316 26972
301 495 20100
301 568 17794
301 854 21691
301 861 8578
302 826 29076
303 693 20126
304 470 751
304 688 1734
305 381 28982
306 331 15298
306 848 19422
307 343 26831
307 392 27892
307 506 27553
308 623 32544
308 763 14979
309 539 14422
309 941 1651
311 391 8436
312 472 3646
312 627 26504
313 441 23258
313 620 4616
313 902 7298
313 904 23977
314 621 18804
314 630 17430
314 767 12730
314 898 25346
315 640 15815
316 845 18664
316 921 19753
318 499 7195
319 403 28925
319 439 9802
319 672 21514
319 690 27123
320 613 7944
321 491 16464
321 614 29204
322 399 17055
322 523 10458
322 537 17088
322 780 20228
323 648 14965
323 721 8074
324 637 21845
324 927 26049
326 394 10526
327 482 7579
328 919 27681
329 626 3680
329 950 4473
330 523 22689
330 620 23411
331 440 13811
331 896 1612
333 368 25858
335 571 4127
335 605 11911
336 510 18593
336 582 6904
336 934 27355
337 373 845
337 482 13550
338 876 6244
338 915 2293
339 577 30362
341 355 31412
341 737 20075
342 531 27833
343 790 11881
345 440 25876
345 663 8015
347 630 1632
348 892 24575
349 384 1421
349 455 14980
350 412 25727
351 502 32768
351 530 15761
351 900 9080
352 519 7750
352 940 27380
354 724 27995
355 589 17279
356 699 32645
357 515 27959
358 483 6224
359 706 12074
359 864 19674
360 450 12405
360 594 25913
360 646 20190
360 855 19728
361 753 20564
362 823 6742
363 761 19133
363 924 30439
366 437 10609
367 955 26866
368 924 31580
368 975 18926
369 646 16068
370 415 10341
371 418 5704
371 964 25779
373 836 31724
374 664 60
374 930 29157
375 453 9906
376 970 16864
377 446 11372
377 533 16648
377 538 18886
377 880 19098
378 624 17648
378 938 17861
379 819 27769
379 850 8608
380 429 15114
380 952 22342
381 561 22732
381 597 8321
381 826 27008
382 514 13497
382 555 23094
382 907 9092
383 543 9418
383 566 4213
383 777 4543
384 844 25380
386 716 20668
387 903 29855
388 488 16636
390 908 19471
391 573 31240
391 785 1600
391 970 6377
393 762 14669
394 862 17461
394 881 5042
396 624 11789
397 504 28272
397 725 26796
398 641 11072
398 745 4395
399 886 24778
401 721 1948
401 769 20127
403 871 32294
404 513 8980
409 841 13993
411 573 1494
413 462 25929
413 518 23194
415 486 31262
415 750 14803
416 545 7131
416 953 18988
418 692 24507
418 827 19696
419 546 17097
420 673 23876
421 581 1837
421 928 29957
422 733 1993
422 947 9110
423 425 30097
423 744 14180
424 481 12247
424 553 8801
426 486 8646
426 908 10020
427 435 9578
429 811 28075
430 530 8161
430 895 17948
431 964 7796
433 685 32537
433 749 30035
433 868 23149
436 869 16822
437 799 23841
438 680 22435
438 717 32245
439 541 32004
439 747 6841
440 812 21738
443 762 7777
445 569 6910
445 815 22961
445 962 32260
447 564 17775
448 739 2311
448 789 18776
449 569 23260
449 668 29316
449 908 18761
451 946 10373
452 842 24178
454 965 1741
457 599 4492
457 744 13269
458 807 15080
460 476 12994
460 573 9295
461 972 22748
462 493 24839
462 767 27640
463 699 17939
463 722 25099
463 918 32057
465 826 9566
465 914 27554
467 637 9982
467 879 21041
469 940 15213
470 840 28972
470 940 14604
470 957 13016
471 566 22353
471 682 26106
472 488 12469
473 975 16660
474 646 21216
475 967 2817
477 526 7893
477 867 10007
478 635 27357
478 807 29767
479 577 10157
480 609 29765
481 486 6749
482 866 14696
483 928 15669
484 588 15130
488 502 13512
490 756 15387
490 831 8770
490 934 39
490 952 14661
491 951 3168
492 617 30664
492 723 13291
492 828 4623
493 555 32222
493 698 6868
493 821 5484
493 860 739
493 871 30355
495 762 17723
496 971 27670
497 830 23192
497 875 10814
498 762 16481
503 693 27039
503 705 26761
504 613 21934
504 776 9615
505 618 1692
506 512 26596
507 615 19717
507 630 29979
508 548 21505
508 946 7337
509 619 10707
511 933 17119
512 858 26006
513 547 27001
514 547 10905
514 637 2172
514 946 25628
515 629 23993
515 659 15094
515 890 10576
516 922 5409
518 667 27271
519 737 26654
519 907 8483
520 593 6560
520 732 6281
521 540 15744
522 761 1830
523 682 26373
523 776 26684
524 624 30582
526 602 32691
527 789 26634
529 669 2653
529 895 13503
530 703 4423
531 570 12087
531 866 21075
532 911 18626
533 673 5638
534 600 24523
534 866 9743
535 833 21008
536 559 18040
536 567 18871
536 630 8011
537 606 2943
537 924 7139
538 541 16645
538 636 24651
538 798 27762
538 881 6786
539 600 2332
539 821 20612
539 882 30649
540 917 18200
541 657 1330
541 741 14096
542 557 5422
544 670 24824
544 717 23877
548 662 7583
548 978 6483
549 563 20602
550 809 28296
550 870 27002
551 837 20167
551 889 11573
552 717 20736
552 958 7081
553 626 5861
554 613 32706
555 715 20431
556 740 20069
558 905 18683
560 623 30772
560 849 31965
561 674 32632
561 695 28603
562 648 22239
563 906 27157
565 843 4378
565 964 4017
569 656 376
573 603 23419
574 788 23390
575 718 22966
579 758 9726
579 839 22351
580 740 6209
580 940 24032
581 957 12154
582 724 31482
582 952 16009
584 816 17987
585 808 17305
585 901 29734
587 623 16805
588 755 28843
588 777 26432
589 850 28675
596 713 23838
597 834 7047
599 814 8120
601 889 10878
603 739 28283
606 827 9842
608 630 13365
608 923 13474
609 684 13507
610 630 29329
612 885 26464
612 940 5410
613 768 14330
616 668 8353
617 722 29803
619 697 26570
619 821 17379
619 823 19594
619 909 413
619 941 23809
620 843 22905
622 722 24000
622 743 3400
623 650 21369
623 692 14584
623 959 4932
623 977 12305
628 940 25570
629 698 21673
630 788 8263
632 788 19122
637 759 15141
638 641 6223
639 774 23736
639 806 1947
642 839 2525
644 695 13813
645 777 3457
650 750 19302
650 771 32737
653 691 18690
653 755 24898
653 793 13081
655 751 6519
661 873 12089
661 937 14103
662 683 27860
664 808 2046
664 964 32406
665 757 12295
665 766 21718
665 870 3934
668 890 7276
671 941 26823
674 721 29782
675 700 9238
675 884 17846
676 972 15421
677 773 8718
677 951 22226
680 950 14911
681 890 31427
682 805 5163
683 708 5236
686 832 19163
686 897 27036
694 834 32442
696 953 9411
698 828 31265
699 707 24187
701 966 4852
704 757 25077
706 750 26178
708 772 32755
710 879 5694
710 925 2037
716 721 15560
716 774 22316
718 767 9708
721 789 6589
723 728 26798
724 887 9097
724 961 18241
726 738 1031
726 837 2704
727 834 5450
729 807 23801
731 796 15937
732 871 13574
733 977 5420
734 970 27920
742 839 30475
746 920 3720
748 968 31736
752 816 17008
753 768 7880
754 903 15967
758 848 11426
768 884 20398
770 830 9893
776 781 21244
776 792 27400
777 914 15079
777 952 3831
778 857 29312
782 942 13401
783 925 14182
786 902 28657
787 807 2935
789 845 13102
789 902 26988
793 867 15763
795 843 27986
795 898 22034
798 825 26106
807 871 7847
807 906 25769
807 928 3056
808 918 22251
809 836 14482
819 886 18700
820 822 28432
820 926 19971
824 857 6096
826 887 9111
826 962 3424
827 856 4328
827 978 3746
829 874 9289
833 867 22321
835 914 8341
838 891 29918
839 944 10853
842 939 166
845 867 23789
845 869 31991
850 929 5917
853 925 11224
854 974 9609
858 975 9660
863 960 20454
868 893 537
870 964 12373
871 920 20078
871 951 23393
872 897 10693
874 951 30076
875 911 3305
877 945 19473
884 938 30749
888 892 25045
908 939 30519
922 939 15846
933 956 15761
946 967 8519
949 953 17517
959 976 15068
551 935
1 2 3 4 5 6 7 8 9 12 13 15 17 18 19 20 21 22 23 24 25 29 30 31 32 34 35 36 37 39 40 41 42 43 47 49 50 51 52 53 54 57 58 59 62 65 67 68 69 70 71 72 73 74 75 76 77 81 86 89 90 91 92 93 96 98 100 101 102 103 104 105 107 108 109 110 111 112 113 114 116 117 120 123 124 125 127 128 129 132 133 134 137 138 140 142 146 150 151 153 154 155 156 157 158 159 161 162 163 164 165 166 167 170 172 173 174 175 176 178 179 181 182 183 186 189 194 195 198 199 201 205 206 207 210 214 216 218 220 221 222 223 224 225 226 227 228 229 230 231 232 233 234 235 236 241 244 245 246 248 251 254 255 256 258 259 261 262 264 266 269 272 273 276 283 284 285 287 288 289 290 291 292 293 294 296 298 300 302 306 307 308 310 311 312 314 315 317 318 319 320 321 322 323 324 325 326 330 332 333 335 337 338 339 340 342 344 347 348 349 350 351 352 353 361 362 363 364 367 370 371 372 373 379 381 382 383 385 386 387 388 389 391 392 395 396 397 398 399 400 401 402 403 405 408 409 412 414 415 419 420 421 422 423 424 425 426 430 431 432 433 434 435 436 437 438 440 442 443 445 446 447 448 452 454 456 457 458 460 461 466 467 468 469 471 473 481 487 489 491 492 493 494 496 498 499 502 507 511 512 514 515 516 517 518 519 524 525 526 527 529 533 535 537 538 539 540 541 542 543 544 545 546 547 553 555 556 557 558 562 565 571 573 578 579 581 582 585 586 587 590 593 594 595 596 597 598 599 600 601 602 603 606 607 608 609 610 613 617 621 624 626 630 631 632 633 635 638 641 642 647 648 649 650 651 652 653 654 655 656 657 658 659 665 667 668 669 670 675 676 678 679 681 682 683 684 685 686 687 688 694 695 696 697 698 699 701 705 706 708 709 712 713 714 716 717 718 719 720 721 722 724 728 730 733 736 737 738 739 740 741 743 745 747 748 752 753 754 755 756 758 759 760 761 762 764 765 769 773 774 782 783 789 790 791 792 793 798 799 800 801 802 810 811 812 817 818 819 820 821 822 823 824 828 831 832 833 834 837 838 839 840 841 842 843 845 846 847 848 849 850 854 855 861 864 865 869 871 872 873 883 884 885 886 891 892 893 901 908 909 911 914 920 921 922 923 924 928 932 933 937 939 944 947 956 957 958 959 960 961 962 964 966 968 969 970 971 972 973 974 975 
519 963
192 170
627 587
719 730
775 604
356 869
35 599
524 949
770 444
941 640
944 899
935 230
159 87
976 963
255 903
111 816
592 697
680 427
526 367
902 319
961 150
723 378
877 227
214 720
653 911
691 213
377 345
502 718
41 688
175 442
58 683
937 229
200 168
87 786
308 914
23 415
355 876
659 687
336 978
308 726
399 567
685 234
805 571
108 290
655 284
293 512
754 53
574 683
866 79
559 33
70 326
700 364
792 578
770 825
227 674
834 741
77 545
839 324
766 958
15 970
682 276
441 311
401 812
852 473
720 520
761 601
209 735
345 962
728 833
611 527
709 189
534 33
788 356
515 357
63 21
657 864
305 453
124 682
278 455
829 334
397 443
247 760
915 953
942 69
616 632
646 755
281 5
265 791
737 866
941 423
251 292
674 15
253 477
262 237
492 505
723 484
85 642
952 962
719 377
228 896
970 298
271 725
172 726
78 779
129 333
341 835
257 495
825 409
812 841
210 762
952 630
914 151
503 288
322 410
387 486
528 767
866 501
768 871
426 110
199 205
205 810
277 189
256 447
576 97
834 436
736 845
385 606
966 506
469 875
132 511
7 411
410 428
414 311
899 384
900 432
25 710
778 772
295 738
236 57
546 549
217 960
58 775
254 321
616 261
298 322
130 929
938 850
83 111
252 617
334 160
269 171
608 30
722 40
830 58
482 337
538 769
836 41
750 579
850 734
748 68
363 824
953 102
911 176
897 522
91 696
609 333
922 832
218 758
928 240
772 367
570 438
20 720
725 80
880 19
795 489
466 560
598 517
241 604
390 281
956 890
671 677
740 786
164 123
735 588
362 424
417 688
395 107
612 362
382 878
907 75
470 270
484 401
971 344
932 345
139 242
966 422
804 45
661 158
466 746
763 132
484 976
451 273
603 668
170 107
865 647
713 969
51 392
250 683
39 604
12 401
223 696
827 765
348 618
701 265
213 134
560 477
369 658
526 66
192 626
144 868
323 386
103 702
508 293
823 45
302 501
269 618
26 937
127 115
160 628
138 689
12 228
536 741
582 558
694 263
402 534
691 585
390 470
768 945
150 14
500 40
901 554
11 81
691 834
79 568
685 630
139 277
770 625
790 514
291 646
941 805
810 566
174 620
781 644
404 654
524 188
203 242
33 658
888 555
222 865
593 305
916 545
803 545
757 539
118 825
151 742
182 393
782 43
65 844
772 522
59 477
525 569
519 223
833 87
565 609
341 151
786 896
402 651
210 789
476 290
425 758
884 542
701 891
972 324
39 146
168 68
213 324
320 54
746 17
128 912
540 29
130 849
905 487
679 595
266 51
730 764
834 823
315 579
770 481
841 443
438 814
294 567
776 808
359 580
838 634
661 164
779 766
907 815
882 623
901 872
354 52
168 35
657 59
720 262
73 14
147 516
294 714
69 738
617 345
424 748
901 117
813 131
664 618
861 470
331 396
249 852
282 769
653 691
340 919
498 342
644 574
407 280
777 648
910 118
471 501
73 272
749 421
475 19
1 49
927 337
497 347
409 745
261 472
926 38
3 453
62 939
545 547
978 552
275 404
850 577
28 625
639 906
338 60
87 369
966 240
848 56
347 504
662 634
425 91
18 384
930 585
847 563
198 4
535 309
293 264
420 400
357 305
805 123
784 954
124 604
765 655
180 380
1 405
337 452
835 302
665 223
642 297
908 37
923 717
483 575
539 974
680 686
18 820
30 388
926 595
615 10
436 978
712 178
716 53
269 500
495 548
32 126
261 501
785 44
58 776
568 546
402 815
295 925
909 253
517 369
740 394
181 176
948 629
137 904
504 910
857 919
779 495
464 760
93 637
589 646
730 456
329 972
421 506
902 953
946 345
356 291
871 754
899 121
253 739
830 668
957 494
589 755
57 35
680 948
626 125
952 780
125 749
89 769
316 252
280 963
900 130
367 17
654 109
10 180
149 695
576 155
421 242
448 862
38 271
183 596
544 326
113 231
727 433
951 413
961 749
168 30
975 326
197 967
88 299
661 557
384 133
371 626
338 583
960 1
392 94
718 692
175 139
762 603
56 959
395 502
464 211
383 520
320 441
758 280
312 712
186 828
156 855
530 534
860 955
752 221
238 574
418 877
9 409
250 419
940 94
597 748
33 771
306 740
947 674
325 77
684 219
360 923
535 13
195 380
829 300
946 500
571 83
626 884
224 496
372 522
245 728
589 497
67 610
350 329
383 486
397 164
731 626
555 138
75 362
260 780
237 462
249 163
831 644
51 562
666 715
44 630
649 593
197 164
633 367
472 261
488 54
793 916
142 285
694 85
675 978
440 4
227 843
360 361
886 93
139 345
870 898
667 818
341 598
10 774
37 636
190 879
596 772
664 390
243 967
725 773
242 679
753 843
639 328
583 142
520 922
657 302
46 831
261 43
859 399
924 26
636 65
45 440
935 341
415 650
79 13
168 593
518 956
515 312
16 242
741 383
419 943
704 590
19 805
815 59
243 870
694 130
574 206
626 956
205 113
267 456
834 149
49 256
732 584
318 925
975 415
714 339
217 163
633 23
820 90
935 32
364 181
782 960
103 155
610 420
935 698
224 619
416 153
951 336
24 547
63 895
928 675
913 620
440 273
603 934
694 414
240 473
587 139
16 539
151 462
194 567
685 973
103 600
343 750
574 765
408 563
434 503
387 334
826 701
89 763
81 881
508 35
373 271
665 847
451 420
821 189
588 81
847 538
495 934
329 706
74 380
380 109
932 125
527 163
944 905
516 859
790 450
800 646
561 629
779 661
20 306
429 828
607 433
302 201
825 806
765 711
675 802
333 847
871 746
729 429
364 924
563 501
334 836
805 492
573 664
61 133
377 12
400 937
91 523
294 12
798 474
719 959
204 98
567 747
820 519
45 892
163 806
454 342
32 897
919 729
707 808
971 529
38 426
858 500
883 86
28 754
899 814
422 159
452 590
337 459
176 152
650 806
4 946
343 794
515 561
711 61
822 387
42 904
752 604
628 975
959 659
607 4
925 337
761 428
810 554
784 862
94 447
466 885
89 631
304 35
260 368
419 598
824 62
570 52
643 675
660 366
780 248
107 952
970 126
826 936
721 92
516 123
73 869
531 348
171 958
341 398
484 465
440 41
666 828
390 411
68 880
598 590
371 610
933 656
437 381
367 347
153 134
514 570
372 481
573 361
544 937
369 512
734 621
860 457
830 135
695 750
188 93
748 596
779 925
35 326
480 439
290 731
594 508
701 819
89 418
8 128
561 413
240 731
353 716
466 9
865 176
640 541
968 237
614 796
165 740
646 897
597 717
195 233
645 892
444 724
561 454
371 286
608 559
697 637
452 728
150 252
378 574
762 967
717 896
343 124
153 904
48 612
569 275
335 901
414 340
976 338
484 956
432 7
128 469
457 55
960 263
21 779
473 795
563 5
470 291
749 419
950 687
346 877
471 233
642 351
548 716
45 460
312 443
598 880
94 548
604 501
137 8
339 179
847 187
914 268
584 169
367 583
854 674
137 868
670 354
252 112
270 790
690 142
292 971
469 572
42 96
190 293
452 261
65 951
256 391
671 694
725 440
337 474
157 826
880 495
355 19
892 217
803 190
13 148
3 775
292 166
47 716
149 429
258 950
295 674
921 479
71 917
846 621
516 916
190 967
52 865
954 177
78 206
494 356
420 474
752 171
977 710
231 452
351 180
160 142
819 836
722 835
746 339
222 345
420 270
844 784
901 878
777 427
859 87
648 147
315 387
748 548
676 812
763 149
603 511
559 422
617 463
508 257
333 30
360 315
735 799
608 812
270 144
854 957
590 827
198 726
482 839
413 473
624 522
879 508
623 660
680 568
791 514
198 326
807 830
133 381
828 337
443 451
277 956
562 103
213 456
542 675
657 74
486 574
776 358
354 625
553 589
38 924
666 961
249 47
622 851
172 3
245 144
393 456
540 442
46 228
845 400
209 892
486 491
20 121
758 840
463 937
939 480
401 487
204 298
178 240
141 394
420 208
159 470
540 927
93 869
731 863
830 611
206 653
29 796
814 939
849 496
95 747
785 260
890 303
536 902
51 613
594 976
118 189
936 584
36 389
360 321
414 183
147 524
616 93
749 902
561 56
39 295
627 700
487 573
906 68
498 257
937 734
237 919
289 696
675 714
30 137
225 42
109 376
416 552
582 662
104 955
658 6
898 708
546 810
371 343
156 564
